,listing,location,price,bedroom_num,bathroom_num,floor_area,land_size,longitude,latitude
163,For Sale 2 Bedroom in One Rockwell East Makati,"Rockwell, Makati","20,000,000",2,2,70,,121.0362038,14.5634274
164,Brio Tower 2 Bedroom Condominium for Sale in Makati,"Guadalupe Viejo, Makati","7,500,000",2,1,58,,121.040676,14.564421
165,For sale Studio Unit with parking in Makati,"Valenzuela, Makati","4,000,000",1,1,31,,121.0261073,14.57318431
166,FOR SALE DMCI Brio Tower 3 Bedroom corner unit facing golf course,"Guadalupe Viejo, Makati","13,400,000",3,2,84,,121.040676,14.564421
167,1-Bedroom Condo Unit For Sale,"Bel-Air, Makati","6,500,000",1,1,45,,121.026342,14.563933
168,Move in Ready! 36sqm 1br condo very near Makati CBD and Circuit Makati,"San Antonio, Makati","3,900,000",1,1,36,,121.0105316,14.56362395
169,Rush for Sale  in Makati City Rent to own 2 Bedroom Condo in San Lorenzo Place,"San Lorenzo, Makati","7,000,000",2,2,44,,121.01843,14.5420505
170,1 bedroom Condo Corner Unit for Sale with balcony,"San Antonio, Makati","8,000,000",1,1,48,,121.009139,14.563865
171,2 Bedroom Unit in Lerato Tower 3 For Sale,"Bel-Air, Makati","17,500,000",2,2,85,,121.0151995,14.5625431
172,"For Sale 1 Bedroom in Proscenium Lincoln Tower by Rockwell in Rockwell, Makati","Rockwell, Makati","17,000,000",1,1,54,,121.0371989,14.5662972
173,For Sale 3 Bedroom Loft in One Rockwell East Makati,"Rockwell, Makati","36,000,000",3,3,141,,121.0362038,14.5634274
174,Gramercy Residences Makati 1 Bedroom for Sale,"Poblacion, Makati","9,500,000",1,1,40,,121.0283829,14.5657429
175,1BR Condo in Makati 30k/Month Rent to Own Brand New 400k DP Rush Move In,"Chino Roces, Makati","4,764,000",1,1,26,,121.0135893,14.5515877
176,"32 sqm Studio Unit For Sale at Solstice Tower 2, Carmona, Makati","Carmona, Makati","6,350,000",1,1,32,,121.0184162,14.5738205
177,"For Sale Brand New 3 Bedroom with Tandem Parking - Brio Tower, DMCI Homes Makati","Guadalupe Viejo, Makati","11,000,000",3,2,84,,121.040676,14.564421
178,2 Bedroom Unit in Tuscany Mckinley Hill Bonifacio Global City,"Ayala Avenue, Makati","18,000,000",2,3,89,,121.0265233,14.5538243
